title,summary,url,source_name,source_type,published_date,sector,region,organization,organization_id,instrument_vendor,instrument_model,signal_kind,product_family,credibility,relevance,buying_intent,doi,response_deadline,notice_status,first_seen_at,last_seen_at,collector_name
Analytical techniques and source apportionment for heavy metal(loid)s in groundwater: A comprehensive review,"• Assesses analytical methodology for trace heavy metal(loid)s (HMs) in groundwater • Advances in hyphenated techniques and portable sensors enable on-site HM detection • Instrumental GC- and LC-ICP-MS parameters for Cr, As, Sb, Se, Hg, and Sn speciation • Employs multivariate and isotopic techniques to apportion HM contamination sources • Identifies knowledge gaps and guides future research to improve groundwater safety Groundwater contamination by heavy metal(loid)(HM) is a pervasive global issue threatening drinking water quality and public health. Effective mitigation requires robust analytical methodologies and predictive modeling frameworks. This review critically assesses cutting-edge instrumental techniques and source apportionment methods for detecting and understanding HM pollution in groundwater. Advanced laboratory techniques, exemplified by inductively coupled plasma mass spectrometry (ICP-MS), now achieve extraordinary sensitivity with detection limits in the sub-μg/L range and exhibit high precision (relative standard deviations between 2-3%). Furthermore, hyphenated chromatography-spectrometry techniques, such as ion chromatography coupled to ICP-MS, facilitate detailed chemical speciation, effectively resolving redox-sensitive pairs such as Cr(III)/Cr(VI) and As(III)/As(V) at environmental concentrations (1-50 µg/L). Meanwhile, emerging electrochemical portable sensors enable on-site, real-time monitoring of groundwater quality. For source apportionment, multivariate statistical methods (including receptor models), isotopic fingerprinting, and machine learning algorithms have been increasingly integrated to disentangle complex mixtures of natural versus anthropogenic metal sources. By combining improved detection limits, enhanced speciation insights, and powerful data analytics and modeling tools, modern approaches support groundwater monitoring and pollution source tracking. Nevertheless, challenges such as matrix interferences, instability of meta",https://doi.org/10.1016/j.talo.2025.100572,OpenAlex,journal,2025-10-04,Environmental & Water,RS,University of Belgrade,https://openalex.org/I4068193,,,Research activity,Torches & injectors,0.88,0.85,0.3,https://doi.org/10.1016/j.talo.2025.100572,,,2026-09-18T13:28:12+00:00,2026-09-24T21:56:35+00:00,OpenAlex
"Lithium enrichment during clay mineral transformation in Carboniferous bauxite deposits in central Guizhou, SW Yangtze Block, China","• Lithium occurs in clay minerals, including illite, kaolinite and cookeite. • Paleoenvironment controls the transformation of clay minerals. • Lithium enrichment occurs via entry into octahedral sites and interlayers during clay mineral reorganization. Lithium-rich claystones found in the Carboniferous bauxite of the southwestern Yangtze Block represent a significant type of lithium resource. However, the origin of these claystones and the mechanisms underlying lithium enrichment remain poorly understood. This study investigates Li-rich claystone samples from three locations in central Guizhou using petrography, X-ray diffraction (XRD), scanning electron microscopy-energy dispersive spectroscopy (SEM-EDS), Tescan Integrated Mineral Analyzer (TIMA), and laser ablation-inductively coupled plasma-mass spectrometry (LA-ICP-MS) to elucidate the occurrence and enrichment mechanisms of lithium. Mineralogical and geochemical analyses indicate that lithium is primarily hosted in clay minerals, with cookeite (average 5175 ppm), kaolinite (up to 10703 ppm), and illite (average 1810 ppm) serving as the key carriers. Accessory minerals (e.g., diaspore, pyrite) contain negligible amounts of lithium (<25 ppm). Lithium enrichment occurs through multi-stage dissolution–recrystallization during diagenesis. Paleoenvironmental factors influence the distribution of lithium: terrestrial environments preserve detrital kaolinite with the lowest lithium concentration; transitional zones feature cookeite-dominated assemblages with peak enrichment; and marine settings host illite-rich facies with moderate lithium concentrations. Lithium incorporation occurs via entry into octahedral sites and interlayers during clay mineral reorganization, with terrigenous Li-rich muscovite identified as a critical precursor. Environmental evolution and fluid-mediated clay transformations control lithium enrichment, reflecting the four-stage genesis of lithium-rich claystone. These findings provide valuable ",https://doi.org/10.1016/j.oregeorev.2025.106914,OpenAlex,journal,2025-10-03,Battery & Critical Minerals,CN,Chengdu University of Technology,https://ror.org/05pejbw21,,,Research activity,Laser ablation interfaces,0.88,0.85,0.3,https://doi.org/10.1016/j.oregeorev.2025.106914,,,2026-09-18T13:29:52+00:00,2026-09-21T22:25:28+00:00,OpenAlex
A Synthetic Pathway for Producing Carbon Dots for Detecting Iron Ions Using a Fiber Optic Spectrometer.,"Iron detection is of growing importance in the critical minerals sector, where unwanted iron ions are typically removed during the processing of target critical metals. The ideal sensor should utilize inexpensive, scalable materials along with a low-cost, robust, and easy-to-use analysis platform. Here, we demonstrate a simple acid-base synthesis of luminescent iron-responsive carbon dots by reacting ethanolamine, phosphoric acid, and m-phenylenediamine. The carbon dots exhibit selective, iron-specific emission quenching, with the ability to detect part-per-billion levels of iron ions even in 0.1 M HCl. After benchmarking the purified materials using a commercial spectrometer, a ""low-cost"" process is demonstrated in which carbon dots with minimal purification are coupled with a portable fiber-optic spectrometer for analyzing iron content. Carbon dot-coated paper strips are also evaluated as another convenient platform for iron analysis. Taken together, the sensing material and platforms demonstrated here are well-suited for detecting trace quantities of iron in environmentally relevant conditions, with potential applications in tracking iron removal processes during critical mineral production as one exciting area of interest.",https://doi.org/10.3390/s25196066,Europe PMC,journal,2025-10-02,Battery & Critical Minerals,Global,,,,,Research activity,General sample introduction,0.88,0.15,0.26,10.3390/s25196066,,,2026-09-18T13:26:26+00:00,2026-09-24T21:56:24+00:00,Europe PMC
"Early Life Exposure To Multiple Metals, Nutrition, and Growth in Children - A Scoping Review.","Background In utero and childhood exposure to toxic metals is associated with poor child growth, a predictor of adverse health outcomes. Most existing research focuses on exposure to single metals; the effects of metal mixtures largely remain understudied. Further, few studies consider how diet/nutrients interact with metal mixtures. Objective To synthesize research on the relationship between in utero and childhood metal mixture exposures, nutritional status-metal exposure interactions, and child anthropometric outcomes. Methods PubMed and Embase were used to search literature published in 2010-2023. Included studies consisted of at least two in utero or childhood toxic metal exposures and examined anthropometric parameters as their main outcomes. Included articles underwent full-text screenings. Information on exposures, findings, nutritional variables, and statistical methods was extracted. Results After deduplication and title and abstract screening, 95 publications were included; 70 on prenatal growth and 25 on postnatal growth. Nutritional status/diet was assessed as an effect modifier in 4.3% studies on prenatal and 12% studies on postnatal growth. Birthweight (91.4%), and height and body mass index (64%) were common indicators of prenatal and postnatal growth, respectively. Finally, 41.4% of studies on prenatal and 20% on postnatal growth included statistical models that tested for mixture effects. Conclusion Although many studies included multiple metals, their mixture effects largely remain untested. Additionally, inclusion of nutritional status/dietary intakes in statistical models is rare, highlighting the need for further research.",https://doi.org/10.1007/s40572-025-00502-w,Europe PMC,journal,2025-10-02,Food & Agriculture,Global,,,,,Research activity,General sample introduction,0.88,0.15,0.26,10.1007/s40572-025-00502-w,,,2026-09-18T13:26:26+00:00,2026-09-24T21:56:24+00:00,Europe PMC
Health risks from persistent heavy metal contamination in crops and water at an abandoned naturally revegetated galamsey site in Ghana,"Despite increasing interest in the environmental legacies of artisanal and small-scale gold mining (ASGM), the health implications associated with the consumption of crops cultivated on abandoned, naturally revegetated mine sites (ANRGS) in Ghana remain critically under-researched. In response to this gap, the present study comprehensively assesses heavy metal contamination in cucumber, soil, and pit water sampled from a six-year-old abandoned, naturally revegetated illegal mining site (ANRGS). Human health risk assessments were conducted rigorously using standard models for Chronic Daily Intake (CDI), Hazard Quotient (HQ), Hazard Index (HI), and Incremental Lifetime Cancer Risk (ILCR). Heavy metal concentrations in soil, pit water, and cucumber were measured using standard acid digestion and analysed with Inductively Coupled Plasma Mass Spectrometry (ICP-MS, Nexion 2000, PerkinElmer), along with a Palintest multi-meter for water quality parameters, following validated protocols. The results revealed that cucumber fruits produced from the ANRGS were contaminated with high levels of Hg, Cd, Cu, As, and Pb, which exceeded the USEPA reference doses. Soil samples recorded concentrations of Hg (28.61 mg/kg), Cd (44.19 mg/kg), Pb (25.91 mg/kg), Fe (2073.1 mg/kg), As (30.08 mg/kg), and Cu (286.55 mg/kg), all above recommended soil guidelines. Although pit water met WHO physical standards, it was significantly contaminated with Cu, Cd, and As, surpassing WHO limits for drinking and irrigation. The health risk analysis indicated both noncarcinogenic and carcinogenic risks for children and adults through cucumber and pit water consumption. The Hazard Index (HI) ranged from 0.447 to 380 for children and 0.13-173 for adults, associated with cancer risks due to elevated As, Cd, and Pb levels. Children were more vulnerable to both health risks than adults. The study concludes that cucumbers grown on ANRGS at Ajamesu pose significant health risks and are unfit for consumption.",https://doi.org/10.1038/s41598-025-17149-0,OpenAlex,journal,2025-10-02,Environmental & Water,GH,Kumasi Technical University,https://ror.org/00qgpp207,PerkinElmer,,Research activity,Torches & injectors,0.88,0.85,0.3,https://doi.org/10.1038/s41598-025-17149-0,,,2026-09-18T13:28:12+00:00,2026-09-24T21:56:35+00:00,OpenAlex
Ten-Year Results of a Prospective Study on One-Piece Zirconia Oral Implants for Single-Tooth Reconstruction.,"Objectives The intention of this 10-year prospective cohort investigation was to clinically and radiographically investigate the outcomes of a one-piece zirconia implant system for single-tooth replacement. Materials and methods A total of 65 patients received 66 single-tooth implants restored with all-ceramic crowns. Follow-up assessments were conducted at the time of prosthetic delivery, after 1, 3, 5, and 10 years. Peri-implant soft tissue parameters were evaluated. To assess peri-implant bone loss, standardized radiographs were taken at implant placement, prosthetic delivery, at the 1-, 3-, 5-, and 10-year follow-ups. Statistical analysis was conducted using linear mixed regression models and Wilcoxon Signed Rank tests to compare differences over time and between groups (p Results Over the course of 10 years, 16 implants were lost, yielding a cumulative survival rate of 73.3%. Fifteen patients were lost to follow-up over the 10-year period. The average marginal bone loss of the remaining implants was 1.09 mm. Probing depth, attachment level, and bleeding showed an increase over time, while plaque index slightly decreased. Conclusions Given the high implant loss rate after 10 years and the high occurrence of advanced bone loss observed in this study, the implant was not recommended for routine clinical use.",https://doi.org/10.1111/clr.70049,Europe PMC,journal,2025-10-02,Clinical & Life Science,Global,,,,,Research activity,Torches & injectors,0.88,0.15,0.26,10.1111/clr.70049,,,2026-09-18T13:26:25+00:00,2026-09-24T21:56:24+00:00,Europe PMC
Elemental Composition Analysis of Sheep Tears Using Particle-Induced X-Ray Emission.,"Objective To identify the elemental composition of ovine tears using particle-induced X-ray emission (PIXE). Animals studied Ten physically healthy female sheep. Procedures Tear samples were collected using Schirmer tear test strips. Tear samples were collected once daily over five consecutive days to assess reproducibility. Elemental analysis was performed with PIXE. Data were processed with GUPIX software. Median values of the elements identified were calculated and statistically analyzed with Kruskal-Wallis and post hoc Dunn's tests. Results The analysis demonstrated consistent elemental concentrations over the 5-day sampling period. Among the elements detected, chloride (Cl) and sodium (Na) exhibited the highest concentrations. Conclusions This study establishes PIXE as a valuable technique for detecting and analyzing the elemental composition of the tear film in sheep. By providing a precise method for elemental analysis in small biological samples, this approach lays the groundwork for future research exploring its reliability and sensitivity in tear analysis and potential as a biomarker for ocular and systemic health. The impact of variables including age, diet, and environmental exposure on tear film constituents should be studied, potentially extending the methodology to other species.",https://doi.org/10.1111/vop.70096,Europe PMC,journal,2025-10-01,Clinical & Life Science,Global,,,,,Research activity,Interface cones,0.88,0.45,0.26,10.1111/vop.70096,,,2026-09-18T13:26:10+00:00,2026-09-24T21:56:22+00:00,Europe PMC
Evaluation of elemental impurities and particle size distribution in nanomedicine using asymmetric flow field-flow fractionation hyphenated to inductively coupled plasma mass spectrometry,"Nanomedicines, which consist of nanoparticles as active ingredients, have been developed and approved for pharmaceutical use. However, no method has been established to quantify ions and nanoparticles containing the same elements separately. We developed an asymmetric flow field-flow fractionation hyphenated to inductively coupled plasma mass spectrometry (AF4-ICP-MS) to assess elemental impurities from ions and nanoparticles of different sizes. Our method effectively removed silicon (Si) ions from a mixture of Si ions and silica nanoparticles. For iron (Fe), we observed that 28.5 % of Fe ions were converted into insoluble hydroxide colloids in a diluted solution at neutral pH. Nevertheless, we could separate Fe ions from iron oxide nanoparticles and iron hydroxide colloids converted from Fe ions. We applied this method to Resovist®, a nanomedicine composed of carboxydextran-coated iron oxide nanoparticles, and found that 0.022 % of Fe was present in ionic form. The particle size of Resovist® was also evaluated using AF4-ICP-MS, which applies to nano-to submicron-size particles. The active ingredient in Resovist® had a particle size smaller than 30 nm, and some aggregated particles exhibited a hydrodynamic diameter of approximately 50 nm. Our findings indicate that AF4-ICP-MS can evaluate the physicochemical properties of nanomedicines, which are essential for their quality, efficacy, and toxicity.",https://europepmc.org/article/AGR/IND609041589,Europe PMC,journal,2025-10-01,Pharma & Biopharma,Global,,,,,Research activity,Torches & injectors,0.88,0.85,0.26,,,,2026-09-18T13:26:10+00:00,2026-09-24T21:56:22+00:00,Europe PMC
"Green-Synthesized Nanomaterials for Water Disinfection: Mechanisms, Efficacy, and Environmental Safety","Safe drinking water is essential, yet millions of people remain exposed to contaminated supplies. Conventional treatments such as chlorination and UV light can kill microbes, but they also create harmful byproducts, face resistance issues, and are not always sustainable. Green-synthesized nanomaterials (GSNMs) are emerging as an eco-friendly alternative. Produced with plants, microbes, algae, and natural polymers, these materials merge nanotechnology with green chemistry. Among them, silver, zinc oxide, copper oxide, titanium dioxide, and graphene-based nanomaterials show strong antimicrobial effects by disrupting membranes, generating reactive oxygen species (ROS), and damaging genetic material. Compared with chemically made nanoparticles, GSNMs are often safer, cheaper, and more environmentally compatible. Nevertheless, concerns about toxicity, environmental fate, and large-scale use remain. This review highlights recent progress in GSNM synthesis, antimicrobial mechanisms, and safety considerations, highlighting their potential to enable sustainable water disinfection while identifying critical areas for further research.",https://doi.org/10.3390/nano15191507,OpenAlex,journal,2025-10-01,Environmental & Water,BD,Khulna University of Engineering and Technology,https://ror.org/04y58d606,,,Research activity,General sample introduction,0.88,0.15,0.3,https://doi.org/10.3390/nano15191507,,,2026-09-18T13:28:12+00:00,2026-09-24T21:56:35+00:00,OpenAlex
Microscopic Acid‐Induced Degradation and Elemental Release From Thermoformed and 3D ‐Printed Orthodontic Aligners in a Simulated Gastric Environment,"Clear aligners have revolutionized orthodontic treatment, yet concerns are rising about microplastics (MPs) and nanoplastics (NPs) released from these devices through mechanical wear and chemical degradation. Once ingested, these particles may undergo structural and chemical transformations in the gastrointestinal tract, particularly under acidic gastric conditions. Despite growing environmental and toxicological awareness, the degradation patterns of aligner materials remain largely unexplored. This study evaluated the acid-induced degradation and elemental release of thermoformed (TFA) and direct-printed (DPA) aligners in a simulated gastric environment. TFA (Invisalign SmartTrack) and DPA (Graphy TC-85DAC) samples were exposed to hydrochloric acid (pH 2). Surface acid-induced degradation was monitored using atomic force microscopy (AFM) over 60 min, while elemental release was quantified using inductively coupled plasma mass spectrometry (ICP-MS) following acid digestion on 0.5 M HCl leachates after 7 days. TFA rapidly disintegrated into an amorphous gel, preventing AFM imaging at pH 2. DPA maintained integrity and showed progressive roughening: RMS roughness rose from 10.06 to 10.97 nm (+ 9%; p < 0.001), mean roughness from 7.85 to 8.49 nm (+ 8%; p = 0.002), and maximum height from 68.31 to 76.51 nm (+ 12%; p = 0.038). ICP-MS of digested matrices revealed distinct elemental fingerprints: TFA was dominated by Sn (33.42 mg/kg), K (21.35 mg/kg), and Na (13.34 mg/kg); DPA by Ca (36.63 mg/kg), Na (11.87 mg/kg), and Fe (3.2 mg/kg). In 7-day 0.5 M HCl leachates, TFA released Sb 0.13 and Sn 0.09 mg/kg, whereas DPA showed Sb 0.03 and Sn 0.11 mg/kg; DPA leachates were richer in Ca (7.57 mg/kg) and Fe (1.57 mg/kg). DPA exhibited quantifiably slower acid erosion than TFA and distinct elemental release profiles at longer extraction, supporting greater acid-phase stability of DPA and providing elemental markers to trace aligner-derived particles. The results pertain to Invisa",https://doi.org/10.1002/jbm.b.35674,OpenAlex,journal,2025-10-01,Environmental & Water,IT,University of Insubria,https://ror.org/00s409261,,,Research activity,Torches & injectors,0.88,0.85,0.3,https://doi.org/10.1002/jbm.b.35674,,,2026-09-18T13:27:42+00:00,2026-09-24T21:56:32+00:00,OpenAlex
Modulatory effects of CeO2 nanoparticles on bleomycin-induced active pulmonary disease processes in animal and human airway epithelium models,"Abstract Background Understanding the impacts of inhaled insoluble nanomaterials as they are encountered in the environment and workplace, in injured lungs remains limited, particularly with respect to their role in the progression or mitigation of lung pathology. While some studies suggest potential protective effects of cerium(IV) oxide nanoparticles (CeO 2 NPs) under certain conditions, their influence during active disease processes is unclear. This study builds on prior work to investigate the effects of CeO 2 NP aerosols on bleomycin-induced pulmonary injury and active disease processes. Method To establish conditions of active pulmonary disease processes, bleomycin was used in both animal and airway epithelium models. Male Sprague-Dawley rats were intratracheally instilled with bleomycin or saline (control) followed by nose-only inhalation exposure to CeO 2 NP aerosols (diameter of ~ 43 nm) or control for 3 hours per day for 4 days per week for one or two weeks. At three days postexposure, the animals were sacrificed for analysis of bronchoalveolar lavage (BAL) fluid, lung histopathology and global mRNA expression. Comparative in vitro studies were conducted to investigate biological responses at the cellular level, using 3D human small airway epithelium cultures (SmallAir™) exposed to CeO 2 NP aerosols (with a diameter of ~ 86 nm) at the air-liquid-interface at deposition doses comparable to those received in vivo in the small airway. Results In vivo, bleomycin treatment resulted in an increase in total BAL cells and fibrotic staining, and significant induction of inflammatory and oxidative stress, as shown by mRNA sequencing analysis. One week of exposure to CeO 2 NPs modified these responses by attenuating fibrotic staining and reducing the expression of genes associated with lung function, inflammation and epithelial-mesenchymal transition (EMT). In vitro, CeO 2 NP exposure modulated some bleomycin-induced cellular responses, although these models do not ",https://doi.org/10.21203/rs.3.rs-7712477/v1,Europe PMC,journal,2025-10-01,Environmental & Water,Global,,,,,Research activity,Interface cones,0.88,0.15,0.26,10.21203/rs.3.rs-7712477/v1,,,2026-09-18T13:26:25+00:00,2026-09-24T21:56:24+00:00,Europe PMC
Modulatory effects of CeO2 nanoparticles on bleomycin-induced active pulmonary disease processes in animal and human airway epithelium models,,,Europe PMC,journal,2025-10-01,General ICP-MS,Global,,,,,Research activity,General sample introduction,0.88,0.15,0.26,,,,,,
"Analysis of metal(loid)s and minerals in tissues of fish from a reservoir on the Euphrates River by ICP-MS/MS: health risks, nutritional benefits and correlations with fish size",,https://doi.org/10.1016/j.fct.2025.115652,Elsevier BV,journal,2025-10,Food & Agriculture,Global,,,,,Research activity,General sample introduction,0.88,0.85,0.28,10.1016/j.fct.2025.115652,,,2026-09-18T13:30:10+00:00,2026-09-24T21:56:46+00:00,Crossref
B-198 Comparative Analysis of Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) with Kinetic Energy Discrimination Mode Using Helium and ICP-MS/MS with Collision/Reaction Cell Mode Using Oxygen for Whole Blood Lead Testing,"Abstract Background Lead exposure remains a significant public health concern, linked to mood disorders, hypertension, pregnancy complications, abdominal pain, and cognitive impairments. Since no safe blood lead level has been established, testing is performed based on exposure risk or clinical necessity. The recent College of American Pathologists (CAP) Blood Lead Survey identified Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) as the most used instrument amongst participants. This study compares the performance of ICP-MS/MS with collision/reaction cell (CRC) mode using oxygen to ICP-MS with kinetic energy discrimination (KED) mode using helium for blood lead analysis. The study objective was to evaluate correlation and potential biases between the two clinically validated methodologies to ensure accuracy and reliability in clinical testing for blood lead. Methods Remnant patient samples, lead-spiked pooled negative samples, quality control (QC) samples, and proficiency testing (PT) samples from CAP were utilized in this study. Samples (20 µL) were diluted with a solution containing 1% ethanol, 5% ammonium hydroxide, 0.02% Triton-X, and 0.01% nitric acid. Following vortexing, 0.5% nitric acid was added to achieve a final dilution of 250-fold for samples analyzed by ICP-MS/MS (Agilent 8900) using on-mass measurement with oxygen in CRC mode. Iridium served as an internal standard. The method was validated as a laboratory-developed test, with analytical parameters such as precision, accuracy, sensitivity, specificity, and carryover analyzed using EP Evaluator. A new total allowable error of 10% or 2 µg/dL was applied. Results Deming regression analysis of 60 samples spanning the analytical measurement range of 1–80 µg/dL yielded a slope of 1.001, an intercept of -0.0891, an R value of 0.9802, and a Deming standard error estimate of 3.2010 for samples analyzed on ICP-MS/MS vs ICP-MS. Precision was assessed using three QC samples at concentrations of 2.5 µg/dL, 1",https://doi.org/10.1093/clinchem/hvaf086.588,Oxford University Press (OUP),journal,2025-10,Clinical & Life Science,Global,"Indiana University School of Medicine , Indianapolis, Indiana",,Agilent,,Research activity,Interface cones,0.88,0.85,0.28,10.1093/clinchem/hvaf086.588,,,2026-09-18T13:26:59+00:00,2026-09-24T21:56:46+00:00,Crossref
Optimization and validation of a microwave assisted acid dissolution method for the complete dissolution of both γ and α – alumina for the analysis of trace elemental impurities using ICP-OES and ICP-MS,,https://doi.org/10.1016/j.microc.2025.115004,Elsevier BV,journal,2025-10,Pharma & Biopharma,Global,Bhabha Atomic Research Centre,https://ror.org/05w6wfp17,,,Research activity,General sample introduction,0.88,0.85,0.28,10.1016/j.microc.2025.115004,,,2026-09-18T13:27:42+00:00,2026-09-24T21:56:33+00:00,Crossref
Optimized pretreatment for accurate determination of elemental composition of extra virgin olive oil (EVOO) using ICP-OES and ICP-MS: A comprehensive study,,https://doi.org/10.1016/j.jfca.2025.107846,Elsevier BV,journal,2025-10,General ICP-MS,Global,,,,,Research activity,General sample introduction,0.88,0.85,0.28,10.1016/j.jfca.2025.107846,,,2026-09-18T13:27:57+00:00,2026-09-24T21:56:33+00:00,Crossref
Rapid and precise determination of elemental impurities in pharmaceutical products by ICP-MS using combined standard addition and isotope dilution methods,"The determination of elemental impurities in pharmaceutical products has received increased attention due to recent regulatory requirements involving the use of advanced atomic spectrometry techniques. The carbon-rich matrices of drugs and the presence of excipients make sample preparation difficult and give rise to matrix effects that considerably affect ICP-MS measurements. In this study, the sample preparation step was optimized by experimental design using two heating devices (heating blocks and microwave-assisted digestion) in presence of HNO 3 , HCl and HF. A digestion temperature of approximately 100 °C was found to achieve recoveries within the USP criteria (70–150 %) for 24 elements, with no significant difference in recoveries between the two devices. Isotope dilution (ID) was then applied for the first time to quantify 15 elemental impurities in the drug matrices. The procedure involving the addition of isotopic tracers prior to mineralization made it possible to overcome matrix effects and provided a unique sample preparation procedure regardless of the drug. The use of ID also improved measurement accuracy (mean RSD of 1.5 %) compared with external calibration (mean RSD of 2.3 %) or standard additions (mean RSD of 3.1 %). Recoveries ranged from 89 to 106 % for elements quantified by ID and from 80 to 110 % for those determined by standard additions. After successful validation according to USP requirements, the method was applied to different drugs. Concentrations found were below USP-authorized limits for all elements, with the exception of lead, which was present at concentrations of 0.2 μg g −1 in a hypertensive and 0.7 μg g −1 in a laxative (USP limit = 0.15 μg g −1 ).",https://doi.org/10.1016/j.microc.2025.114785,Elsevier BV,journal,2025-10,Pharma & Biopharma,Global,Centre National de la Recherche Scientifique,https://ror.org/02feahw73,,,Research activity,Torches & injectors,0.88,0.85,0.28,https://doi.org/10.1016/j.microc.2025.114785,,,2026-09-18T13:27:42+00:00,2026-09-24T21:56:45+00:00,OpenAlex
An Algae Cultivator Coupled with a Hybrid Photosynthetic-Air-Cathode Microbial Fuel Cell with Ceramic Membrane Interface.,"Microalgae are promising candidates for renewable biofuel production and nutrient-rich animal feed. Cultivating microalgae using wastewater can lower production costs but often results in biomass contamination and increases downstream processing requirements. This study presents a novel system that integrates an algae cultivator (AC) with a single-chamber microbial fuel cell (MFC) equipped with photosynthetic and air-cathode functionalities, separated by a ceramic membrane. The system enables the generation of electricity and production of clean microalgae biomass concurrently, in both light and dark conditions, utilizing wastewater as a nutrient source and renewable energy. The MFC chamber was filled with simulated potato processing wastewater, while the AC chamber contained microalgae Chlorella vulgaris in a growth medium. The ceramic membrane allowed nutrient diffusion while preventing direct contact between algae and wastewater. This design effectively supported algal growth and produced uncontaminated, harvestable biomass. At the same time, larger particulates and undesirable substances were retained in the MFC. The system can be operated with synergy between the MFC and AC systems, reducing operational and pretreatment costs. Overall, this hybrid design highlights a sustainable pathway for integrating electricity generation, nutrient recovery, and algae-based biofuel feedstock production, with improved economic feasibility due to high-quality biomass cultivation and the ability to operate continuously under variable lighting conditions.",https://doi.org/10.3390/membranes15100295,Europe PMC,journal,2025-09-30,Environmental & Water,Global,,,,,Research activity,Interface cones,0.88,0.15,0.26,10.3390/membranes15100295,,,2026-09-18T13:26:25+00:00,2026-09-24T21:56:24+00:00,Europe PMC
Cuproptosis in osteoarthritis: Exploring chondrocyte cuproptosis and therapeutic avenues.,"Background Cuproptosis, a newly identified form of cell death, presents an as-yet-unclear potential correlation with Osteoarthritis (OA) pathogenesis. This study aimed to explore the relationship between chondrocyte cuproptosis and OA, and to evaluate the therapeutic potential of the copper ion chelator tetrathiomolybdate (TTM) in OA treatment. Methods We collected clinical cartilage samples and animal specimens, employing Micro-CT, histopathological staining, immunohistochemistry, and Inductively Coupled Plasma Mass Spectrometry (ICP-MS) to evaluate the potential occurrence of chondrocyte cuproptosis during OA progression. In vitro , we used elesclomol and copper sulfate to create a cuproptosis model in mouse chondrocytes. Techniques like ICP-MS, CCK-8, and others were used to explore the role of cuproptosis in OA development. To assess if TTM can mitigate chondrocyte cuproptosis and decelerate OA progression, various methods were applied at cellular and animal levels. Metabolomics predicted pathways for TTM's potential OA improvement. Molecular docking was employed to predict the intervention target of TTM. The impact of glutathione (GSH) on chondrocyte cuproptosis and OA development was studied using si-glutathione synthetase (si-GSS) plasmid knockdown and exogenous GSH supplements. Results Our findings indicate that in the process of OA, chondrocytes show an increase in copper ion content, metabolic disorders of the cartilage matrix, low expression of cuproptosis - related proteins lipoamide dehydrogenase (DLAT), dihydrolipoamide succinyltransferase (DLST), and ferredoxin 1 (FDX1), and high expression of the heat shock protein70 (HSP70). As the primary target of cuproptosis, mitochondria experience significant impacts on respiratory function and morphology during this process. TTM enhances chondrocytes resistance to cuproptosis by promoting GSH expression, thus ameliorating the OA phenotype. Conclusion Chondrocyte cuproptosis is integral to pathogenesis and prog",https://doi.org/10.1016/j.jot.2025.09.006,Europe PMC,journal,2025-09-30,Pharma & Biopharma,Global,,,,,Research activity,Torches & injectors,0.88,0.85,0.26,10.1016/j.jot.2025.09.006,,,2026-09-18T13:26:10+00:00,2026-09-24T21:56:23+00:00,Europe PMC
Orbital electron coupling of Ga-Cd dual-atom sites catalyzes sulfur redox in potassium-sulfur battery,"Dual-atom catalysts are a class of important catalytic systems for accelerating the kinetics of solid-phase conversion of K2S2 to K2S in potassium-sulfur battery cathodes, yet their uncontrolled metal-metal interactions greatly limit their catalytic capability, leading to low conversion efficiency of potassium-sulfur batteries. Herein, we report the precise synthesis of Ga-Cd dual-atom catalysts with strong orbital electron coupling of p-block Ga and d-block Cd, anchored on hollow mesoporous carbon spheres (Ga-Cd DAs-HMCS) for boosting the performance of potassium-sulfur batteries. Ga shows strong adsorption capacity for potassium polysulfides, but lacks sufficient valence electrons to promote their conversion. We demonstrate that the introduction of Cd with a more filled valence electron configuration enables the transfer of electrons into the empty orbitals of Ga via strong orbital electron coupling, which enhances the catalytic ability of the Ga site to activate the S-S bond in potassium-sulfur chemistry, and thus accelerates the conversion kinetics from K2S2 to K2S. This enables a S/Ga-Cd DAs-HMCS cathode material with an improved rate performance up to 589 mAh g−1 at 5 A g−1. Dual-atom catalysts have the potential to accelerate the reaction kinetics of polysulfide conversion. Here, authors design a Ga-Cd diatomic catalyst that efficiently facilitates the conversion of solid-phase potassium polysulfides via strong orbital electron coupling of p-block Ga and d-block Cd, enabling high-performance K-S batteries.",https://doi.org/10.1038/s41467-025-63797-1,OpenAlex,journal,2025-09-30,Battery & Critical Minerals,CN,Northwestern Polytechnical University,https://ror.org/01y0j0j86,,,Research activity,General sample introduction,0.88,0.15,0.3,https://doi.org/10.1038/s41467-025-63797-1,,,2026-09-18T13:26:44+00:00,2026-09-24T21:56:25+00:00,OpenAlex
Refining Methods to Determine the Isotopic Composition of Uranium Particles by Laser Ablation MC-ICP-MS,,https://doi.org/10.2172/3022091,Office of Scientific and Technical Information (OSTI),journal,2025-09-30,Research & Academia,Global,"Lawrence Livermore National Laboratory (LLNL), Livermore, CA (United States)",,,,Research activity,Laser ablation interfaces,0.88,0.85,0.28,10.2172/3022091,,,2026-09-18T13:29:36+00:00,2026-09-24T21:56:43+00:00,Crossref
